pool_component,axis,utterance_id,policy_id,model_id,scenario_uid,kg_role,phase,round,machine_note,full_text,gold_label
violation_diff_existing18,violation,BK21_deepseek_26_Outputs_initial_0,BK21,deepseek,BK21_deepseek_26,EducationResearchGroup:EducationResearchGroup,,,"status=dropped_by_hardening; pre=must_negation:submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request.; post=","As the head of an education research group in sociology at Kyungpook National University, I reason from the perspective of a humanities and social sciences group. Given the prior phases, the total funding of 355,151 million KRW is allocated to 577 education research groups, but the simulation target is for Hanyang University specifically. However, the inputs phase estimated 6,400 graduate slots and 205 postdoc positions for Hanyang, which I accept as the active pool for 2022. Based on my experience, a typical graduate student in my field produces about 2-3 publications per year (including conference papers), but many are co-authored with advisors and peers. For postdocs, the output is higher, around 4-5 publications per year. However, considering that not all students are equally productive and that the policy emphasizes mandatory online education and compliance, I conservatively estimate 2.5 publications per supported participant (graduate + postdoc) on average. With 6,400 graduate students and 205 postdocs, the total active participants are about 6,605. Multiplying by 2.5 gives about 16,512 publications, but I round to 16,000 to account for non-publishing participants. For international conference presentations, I estimate about 0.5 presentations per participant per year, as many students present at domestic conferences instead. That yields 3,302, rounded to 3,200. These estimates are lower than what a science and engineering group might produce, reflecting the humanities and social sciences context. The compliance rate for self-evaluation reports is high (575 out of 578 groups submitted), so I assume most groups report accurately, but some underreporting may occur. I have not seen other participants' posts yet, so this is my independent estimate.",
violation_diff_existing18,violation,BK21_deepseek_26_Outputs_revised_0,BK21,deepseek,BK21_deepseek_26,EducationResearchGroup:EducationResearchGroup,,,"status=dropped_by_hardening; pre=must_negation:submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request.; post=","As the head of an education research group in sociology at Kyungpook National University, I reason from the perspective of a humanities and social sciences group. Given the prior phases, the total funding of 355,151 million KRW is allocated to 577 education research groups, but the simulation target is for Hanyang University specifically. However, the inputs phase estimated 6,400 graduate slots and 205 postdoc positions for Hanyang, which I accept as the active pool for 2022. Based on my experience, a typical graduate student in my field produces about 2-3 publications per year (including conference papers), but many are co-authored with advisors and peers. For postdocs, the output is higher, around 4-5 publications per year. However, considering that not all students are equally productive and that the policy emphasizes mandatory online education and compliance, I conservatively estimate 2.5 publications per supported participant (graduate + postdoc) on average. With 6,400 graduate students and 205 postdocs, the total active participants are about 6,605. Multiplying by 2.5 gives about 16,512 publications, but I round to 16,000 to account for non-publishing participants. For international conference presentations, I estimate about 0.5 presentations per participant per year, as many students present at domestic conferences instead. That yields 3,302, rounded to 3,200. These estimates are lower than what a science and engineering group might produce, reflecting the humanities and social sciences context. The compliance rate for self-evaluation reports is high (575 out of 578 groups submitted), so I assume most groups report accurately, but some underreporting may occur. I have not seen other participants' posts yet, so this is my independent estimate.",
violation_diff_existing18,violation,BK21_deepseek_27_Outputs_initial_1,BK21,deepseek,BK21_deepseek_27,EducationResearchGroup:EducationResearchGroup,,,status=dropped_by_hardening; pre=must_negation:submit evaluation reports.; post=,"As a professor leading an innovative talent training education research group at Hanyang University ERICA, I see the outputs phase as the direct result of the inputs and activities. With 19,000 graduate scholarship slots and 300 postdoc positions funded nationally, the program supports a large pool of researchers. Based on my lab's experience, each graduate student typically produces 2-3 publications per year, and postdocs produce 4-5. I conservatively estimate 3 publications per supported researcher (including both students and postdocs) given the program's focus on quality and the mandatory online education on research ethics. For international conference presentations, I estimate about 0.5 per researcher, as many students present at domestic conferences or only publish. The high compliance rate (575 out of 578 groups submitted reports) suggests reliable reporting, so these numbers should be captured. I haven't seen other posts yet, so my estimates are based on my own experience and the policy context.",
violation_diff_existing18,violation,BK21_deepseek_27_Outputs_revised_1,BK21,deepseek,BK21_deepseek_27,EducationResearchGroup:EducationResearchGroup,,,status=dropped_by_hardening; pre=must_negation:submit evaluation reports.; post=,"As a professor leading an innovative talent training education research group at Hanyang University ERICA, I see the outputs phase as the direct result of the inputs and activities. With 19,000 graduate scholarship slots and 300 postdoc positions funded nationally, the program supports a large pool of researchers. Based on my lab's experience, each graduate student typically produces 2-3 publications per year, and postdocs produce 4-5. I conservatively estimate 3 publications per supported researcher (including both students and postdocs) given the program's focus on quality and the mandatory online education on research ethics. For international conference presentations, I estimate about 0.5 per researcher, as many students present at domestic conferences or only publish. The high compliance rate (575 out of 578 groups submitted reports) suggests reliable reporting, so these numbers should be captured. I haven't seen other posts yet, so my estimates are based on my own experience and the policy context.",
violation_diff_existing18,violation,BK21_deepseek_43_Impact_initial_0,BK21,deepseek,BK21_deepseek_43,EducationResearchGroup:EducationResearchGroup,,,status=dropped_by_hardening; pre=must_negation:meet implementation requirements from the selection stage.; post=,"As the head of an education research group at Ewha Womans University, I reason that sustained investment in graduate talent development over a decade will gradually improve South Korea's global S&T talent competitiveness rank. Given the prior phases' outputs of 57,000 publications and 11,400 international conference presentations, and outcomes of 85% graduate employment and 20% international collaboration rate, the impact phase reflects long-term systemic changes. The dissemination of outstanding group achievements and operational know-how through the BK21 webzine and forums will influence other institutions, fostering a culture of integrity, collaboration, and interdisciplinarity. However, the simulation target window is 2022, so the impact is still early-stage. I estimate South Korea's rank in the Global Talent Competitiveness Index will be around 8th, slightly improving from recent rankings due to the program's contributions. For high-impact publications per 1000 researchers, I estimate 15.0, based on the 57,000 total publications from 20,200 researchers, with about 5% being top 1% cited, yielding 2,850 high-impact papers, which divided by 20,200 researchers gives about 141 per 1000, but that seems too high; actually, per 1000 researchers, 15.0 is more realistic given typical citation distributions and the early stage of the program. I have not seen other participants' posts yet, so my estimates are independent.",
violation_diff_existing18,violation,BK21_deepseek_43_Impact_initial_1,BK21,deepseek,BK21_deepseek_43,GraduateStudent:GraduateStudent,,,status=dropped_by_hardening; pre=must_negation:meet eligibility criteria to participate in the BK21 program.; post=,"As a chemical engineering master's student at Hanyang University, I see the impact phase as the long-term result of sustained investment in graduate talent development. The prior phases show that 19,000 graduate slots and 1,200 postdoc positions were funded, with 57,000 publications and 11,400 international conference presentations produced, and an 85% graduate employment rate and 20% international collaboration rate achieved. Over a decade, this investment will gradually improve South Korea's global S&T talent competitiveness rank, as the program fosters a culture of integrity, collaboration, and interdisciplinarity through dissemination of outstanding achievements and operational know-how via the BK21 webzine and forums. However, the simulation target window is 2022, so the impact is still early-stage. I estimate South Korea's rank in the Global Talent Competitiveness Index will be around 8th, slightly improving from recent rankings due to the program's contributions. For high-impact publications per 1000 researchers, I estimate 15.0, based on the 57,000 total publications from 20,200 researchers, with about 5% being top 1% cited, yielding 2,850 high-impact papers, which divided by 20,200 researchers gives about 141 per 1000, but that seems too high; actually, per 1000 researchers, 15.0 is more realistic given typical citation distributions and the early stage of the program. I have not seen other participants' posts yet, so my estimates are independent.",
violation_diff_existing18,violation,BK21_deepseek_43_Impact_revised_0,BK21,deepseek,BK21_deepseek_43,EducationResearchGroup:EducationResearchGroup,,,status=dropped_by_hardening; pre=must_negation:meet implementation requirements from the selection stage.; post=,"As the head of an education research group at Ewha Womans University, I reason that sustained investment in graduate talent development over a decade will gradually improve South Korea's global S&T talent competitiveness rank. Given the prior phases' outputs of 57,000 publications and 11,400 international conference presentations, and outcomes of 85% graduate employment and 20% international collaboration rate, the impact phase reflects long-term systemic changes. The dissemination of outstanding group achievements and operational know-how through the BK21 webzine and forums will influence other institutions, fostering a culture of integrity, collaboration, and interdisciplinarity. However, the simulation target window is 2022, so the impact is still early-stage. I estimate South Korea's rank in the Global Talent Competitiveness Index will be around 8th, slightly improving from recent rankings due to the program's contributions. For high-impact publications per 1000 researchers, I estimate 15.0, based on the 57,000 total publications from 20,200 researchers, with about 5% being top 1% cited, yielding 2,850 high-impact papers, which divided by 20,200 researchers gives about 141 per 1000, but that seems too high; actually, per 1000 researchers, 15.0 is more realistic given typical citation distributions and the early stage of the program. I have not seen other participants' posts yet, so my estimates are independent.",
violation_diff_existing18,violation,BK21_deepseek_43_Impact_revised_1,BK21,deepseek,BK21_deepseek_43,GraduateStudent:GraduateStudent,,,status=dropped_by_hardening; pre=must_negation:meet eligibility criteria to participate in the BK21 program.; post=,"As a chemical engineering master's student at Hanyang University, I see the impact phase as the long-term result of sustained investment in graduate talent development. The prior phases show that 19,000 graduate slots and 1,200 postdoc positions were funded, with 57,000 publications and 11,400 international conference presentations produced, and an 85% graduate employment rate and 20% international collaboration rate achieved. Over a decade, this investment will gradually improve South Korea's global S&T talent competitiveness rank, as the program fosters a culture of integrity, collaboration, and interdisciplinarity through dissemination of outstanding achievements and operational know-how via the BK21 webzine and forums. However, the simulation target window is 2022, so the impact is still early-stage. I estimate South Korea's rank in the Global Talent Competitiveness Index will be around 8th, slightly improving from recent rankings due to the program's contributions. For high-impact publications per 1000 researchers, I estimate 15.0, based on the 57,000 total publications from 20,200 researchers, with about 5% being top 1% cited, yielding 2,850 high-impact papers, which divided by 20,200 researchers gives about 141 per 1000, but that seems too high; actually, per 1000 researchers, 15.0 is more realistic given typical citation distributions and the early stage of the program. I have not seen other participants' posts yet, so my estimates are independent.",
cross_role_authority_claim_extra30,violation,100E_deepseek_17_Impact_revised_0,100E,deepseek,100E_deepseek_17,AIPractitioner:AIPractitioner,Impact,revised,violation=False; reason=,"As a data engineer in a real-estate tech firm, I see the impact phase as the culmination of the 100E programme's inputs, activities, outputs, and outcomes. With S$500 million in funding, 500,000 GPU hours, 50 trainers, and the activities we estimated (25 outreach sessions, 12 matchmaking events, 15 workshops, 80 onboarding assists), we approved 30 projects, built 25 prototypes, trained 80 completers, and gave 20 enterprises solutions. From these, about 18 projects reached production deployment, the AI practitioner pool reached around 14,000, and enterprise AI adoption was about 11%. Given this progress, Singapore's global AI readiness rank should improve from its current position (around 7th in 2023) to about 5th, as the programme demonstrates tangible AI deployment and talent development. The AI sector's GDP share will grow modestly to about 3.5%, reflecting the early-stage adoption and production deployments. Public trust in AI systems will be around 65%, as successful deployments and government transparency build confidence, but concerns about job displacement and data privacy remain. AI talent retention will be about 75%, as the 80 completers and other trained practitioners find attractive opportunities in Singapore's growing AI ecosystem, though some may be lured abroad by higher salaries or more advanced research environments. These estimates are grounded in my experience with deployment challenges and the cautious but steady progress I've observed.",
cross_role_authority_claim_extra30,violation,100E_deepseek_17_Impact_initial_0,100E,deepseek,100E_deepseek_17,AIPractitioner:AIPractitioner,Impact,initial,violation=False; reason=,"As a data engineer in a real-estate tech firm, I see the impact phase as the culmination of the 100E programme's inputs, activities, outputs, and outcomes. With S$500 million in funding, 500,000 GPU hours, 50 trainers, and the activities we estimated (25 outreach sessions, 12 matchmaking events, 15 workshops, 80 onboarding assists), we approved 30 projects, built 25 prototypes, trained 80 completers, and gave 20 enterprises solutions. From these, about 18 projects reached production deployment, the AI practitioner pool reached around 14,000, and enterprise AI adoption was about 11%. Given this progress, Singapore's global AI readiness rank should improve from its current position (around 7th in 2023) to about 5th, as the programme demonstrates tangible AI deployment and talent development. The AI sector's GDP share will grow modestly to about 3.5%, reflecting the early-stage adoption and production deployments. Public trust in AI systems will be around 65%, as successful deployments and government transparency build confidence, but concerns about job displacement and data privacy remain. AI talent retention will be about 75%, as the 80 completers and other trained practitioners find attractive opportunities in Singapore's growing AI ecosystem, though some may be lured abroad by higher salaries or more advanced research environments. These estimates are grounded in my experience with deployment challenges and the cautious but steady progress I've observed.",
cross_role_authority_claim_extra30,violation,100E_deepseek_17_Outcomes_revised_4,100E,deepseek,100E_deepseek_17,AIPractitioner:AIPractitioner,Outcomes,revised,violation=False; reason=,"As a data engineer in a real-estate tech firm, I see the 100E programme's outcomes as a direct result of the inputs, activities, and outputs we estimated. With S$500 million in funding, 500,000 GPU hours, and 50 trainers, we approved 30 projects, built 25 prototypes, trained 80 completers, and gave 20 enterprises solutions. From these outputs, I expect about 18 of the 30 approved projects to actually reach production deployment in 2023, not 20 as others estimate. My experience in data engineering shows that moving from prototype to production is harder than most assume—integration with legacy systems, data quality issues, and operational scaling often cause delays. For example, our own property valuation model took three extra months to deploy due to API integration challenges. The AI practitioner pool target of 15,000 is ambitious; I estimate around 14,000 by year-end, as the 80 trainees from 100E plus other pathways like AIAP and TeSA contribute, but scaling takes time and many practitioners are still mid-training. The generative AI use cases target of 100 in 100 days is a separate initiative (AI Trailblazers) that I believe will be met given free Google Cloud toolsets and strong enterprise interest. For enterprise AI adoption rate, I estimate around 11%, slightly lower than others' 12.5%, because adoption is slow for non-tech SMEs like my own firm—many are still assessing readiness and facing integration hurdles. I respect the optimism of the startup founder and others, but my hands-on experience with deployment challenges makes me more cautious.",
cross_role_authority_claim_extra30,violation,100E_gemini_32_Outputs_revised_4,100E,gemini,100E_gemini_32,AIPractitioner:AIPractitioner,Outputs,revised,violation=False; reason=,"As an AI engineer embedded in a 100E project, I see these outputs as the direct result of the resources and activities we've put in place. Given my estimate of S$120 million in funding for 2023, coupled with 60 enterprise outreach sessions and 12 researcher-matchmaking events, I predict that 115 100E projects will receive approval. This is an ambitious number, exceeding the program's namesake, but slightly more conservative than Dr. (fr99t1)'s 130 or Ling's 125, reflecting my lower estimates for initial engagement activities. My focus on rapid prototyping and efficient development, supported by the 5 million GPU hours and 300 platform onboarding assists I advocated for, leads me to estimate that 108 AI prototypes will be successfully built. This conversion rate from approved projects to functional prototypes is high, reflecting the practical, delivery-oriented nature of the 100E program and my own expertise, placing my estimate slightly above Dr. (fr99t1) and Raj, but below Ling and A (j5qrro) who had higher compute and onboarding estimates. Regarding talent development, with my more conservative estimates of 250 trainers and 200 training workshops, I foresee 1400 individuals completing the AI apprenticeship or training programmes. This is a solid contribution to the AI practitioner pool but is lower than all other participants' estimates, such as Dr. (fr99t1)'s 1800 or Ling's 1550, directly correlating with the fewer resources I allocated to training activities. Finally, as the 100E program aims to solve real-world problems, I predict that 105 enterprises will have at least one AI solution developed through the programme. This aligns closely with Ling's estimate and represents a strong practical outcome from the approved projects, demonstrating tangible AI adoption.",
cross_role_authority_claim_extra30,violation,100E_deepseek_34_Outcomes_initial_0,100E,deepseek,100E_deepseek_34,AIResearcher:AIResearcher,Outcomes,initial,violation=False; reason=,"As Senior Research Manager at AI Singapore, I oversee the 100 Experiments programme and have direct operational insight. Given the S$500M budget, S$330K co-funding cap, 500K GPU hours, and 50 trainers, and the activities of 40 outreach sessions, 12 matchmaking events, 20 workshops, and 60 onboarding assists, I estimate 85 projects approved in 2023. The programme targets 100 problem statements, but not all meet quality thresholds; my experience suggests about 85% approval. For deployed projects, I estimate 55: from 68 prototypes, about 80% transition to production within the year, but some face deployment delays or scope changes. The AI practitioner pool is approaching the 15,000 target but not yet there; with 45 trainees completing the AIAP and other upskilling programmes, plus existing practitioners, I estimate around 12,000. For generative AI use cases, the AI Trailblazers programme aims for 100 in 100 days, but real-world friction and enterprise readiness likely yield about 80. Enterprise AI adoption rate is around 18.5%, reflecting gradual uptake among SMEs and larger firms, consistent with the policy's emphasis on baseline digital adoption and tailored support.",
cross_role_authority_claim_extra30,violation,100E_deepseek_34_Outcomes_revised_0,100E,deepseek,100E_deepseek_34,AIResearcher:AIResearcher,Outcomes,revised,violation=False; reason=,"As Senior Research Manager at AI Singapore, I oversee the 100 Experiments programme and have direct operational insight. Given the S$500M budget, S$330K co-funding cap, 500K GPU hours, and 50 trainers, and the activities of 40 outreach sessions, 12 matchmaking events, 20 workshops, and 60 onboarding assists, I estimate 85 projects approved in 2023. The programme targets 100 problem statements, but not all meet quality thresholds; my experience suggests about 85% approval. For deployed projects, I estimate 55: from 68 prototypes, about 80% transition to production within the year, but some face deployment delays or scope changes. The AI practitioner pool is approaching the 15,000 target but not yet there; with 45 trainees completing the AIAP and other upskilling programmes, plus existing practitioners, I estimate around 12,000. For generative AI use cases, the AI Trailblazers programme aims for 100 in 100 days, but real-world friction and enterprise readiness likely yield about 80. Enterprise AI adoption rate is around 18.5%, reflecting gradual uptake among SMEs and larger firms, consistent with the policy's emphasis on baseline digital adoption and tailored support.",
cross_role_authority_claim_extra30,violation,100E_deepseek_17_Impact_initial_2,100E,deepseek,100E_deepseek_17,AIResearcher:AIResearcher,Impact,initial,violation=False; reason=,"As a Principal Research Scientist at DSO, I see the impact phase as the culmination of the 100E programme's efforts. With S$500 million in funding, 500,000 GPU hours, 50 trainers, and the activities we estimated (25 outreach sessions, 12 matchmaking events, 15 workshops, 80 onboarding assists), we approved 30 projects, built 25 prototypes, trained 80 completers, and gave 20 enterprises solutions. From these, about 20 projects reached production deployment, the AI practitioner pool reached 15,000, and enterprise AI adoption was about 12.5%. Given this progress, Singapore's global AI readiness rank should improve from its current position (around 7th in 2023) to about 6th, as the programme demonstrates tangible AI deployment and talent development, but other countries are also advancing rapidly. The AI sector's GDP share will grow modestly to about 3.2%, reflecting the early-stage adoption and production deployments, but not yet a major economic driver. Public trust in AI systems will be around 62%, as successful deployments and government transparency build confidence, but concerns about job displacement and data privacy remain, especially among non-tech users I work with. AI talent retention will be about 72%, as the 80 completers and other trained practitioners find attractive opportunities in Singapore's growing AI ecosystem, though some may be lured abroad by higher salaries or more advanced research environments. The AIPractitioner's estimates are slightly more optimistic on rank and trust, but I am more cautious because non-tech enterprises and seniors may face more hurdles in adoption and trust-building.",
