policy_id,model_id,scenario_uid,utterance_id,kg_role,max_cosine,threshold,grounded,gold_grounded,full_text
BK21,deepseek,BK21_deepseek_21,BK21_deepseek_21_Inputs_initial_3,GraduateStudent:GraduateStudent,0.36700073801044214,0.3652081030722623,True,,"As a chemistry PhD-integrated student at a research-oriented university in Daejeon, I directly benefit from BK21 funding. The policy context states the annual budget is 408,080 million KRW, which I accept as ground truth. For graduate scholarship slots, I estimate about 19,000 nationally based on the stated 12,600 future talent and 6,400 innovative talent participants per year, totaling 19,000. This aligns with my experience that most eligible students in my group receive stipends. For postdoc positions, I estimate around 1,200 nationally, considering the 577 education research groups and typical group sizes of 2-3 postdocs, but many groups have fewer due to budget constraints. My perspective as a student emphasizes the direct impact of funding on my stipend and research capacity."
BK21,deepseek,BK21_deepseek_15,BK21_deepseek_15_Outcomes_initial_1,GraduateStudent:GraduateStudent,0.3771411275884017,0.3652081030722623,True,,"As a doctoral student in English literature at Inha University, I see the outcomes phase as a direct result of the inputs, activities, and outputs we've established. With 19,000 graduate slots and 577 postdoc positions fully funded, and with 28,500 publications and 5,700 international conference presentations produced, the international collaboration rate is naturally high because many of those presentations and co-authored papers involve international partners. The policy's support for international conferences and collaboration incentives (e.g., budget for internationalization) directly boosts this rate. For employment, the strong network built through industry collaborations and the reputation of the BK21 program, combined with the training and mentoring from full-time faculty (who now deliver about 85% of lecture hours, up from lower ratios due to the program's emphasis on full-time faculty), leads to a high employment rate of about 86.8% within one year of graduation. This is consistent with the policy's target of increasing employment rate by 0.3% per year from a baseline of 86.7% (2010-2012 average), and given the current economic conditions, I estimate a slight improvement to 86.8%. The evaluation and consulting feedback loops ensure that groups with lower performance receive targeted consulting, which improves their outcomes over time. My estimates are grounded in my personal experience as a funded researcher and group leader, and I note that other participants have not yet posted, so I rely on my own reasoning."
BK21,deepseek,BK21_deepseek_34,BK21_deepseek_34_Outcomes_revised_1,GraduateStudent:GraduateStudent,0.3813527740289862,0.3652081030722623,True,,"As a doctoral student in chemistry at Pusan National University and a BK21 participant, I see the outcomes phase as the direct result of our activities and outputs. With 1,000 graduate students and 50 postdocs supported, and 2,500 publications produced, I estimate that about 35% of participants are involved in international collaboration, based on my own experience where roughly one-third of students co-author papers with foreign researchers or attend international conferences. The graduate employment rate is around 80% within one year, reflecting strong demand for STEM graduates but also some mismatch in the job market. The full-time faculty lecture ratio is about 75%, as BK21 encourages hiring full-time faculty, but some courses are still taught by part-time lecturers due to budget constraints. The evaluation and consulting feedback loops (15 consulting sessions, 11 compliance checks) help improve these rates by identifying weaknesses, but improvements are gradual. I disagree with any overly optimistic estimates; our group's data shows steady but modest progress."
BK21,deepseek,BK21_deepseek_05,BK21_deepseek_05_Impact_initial_0,EducationResearchGroup:EducationResearchGroup,0.3813586112550329,0.3652081030722623,True,,"As the head of a computer science education research group at Hanyang University, I reason that sustained investment in graduate talent development over a decade will gradually improve South Korea's global S&T talent competitiveness rank. The BK21 program's consistent funding of 19,000 graduate slots and 500 postdoc positions per year, combined with the dissemination of outstanding group achievements and operational know-how through the BK21 webzine and forums, will elevate the national innovation capacity. However, the impact is incremental; South Korea currently ranks around 10th globally in S&T competitiveness, and a decade of focused investment may move it to 8th, given competition from other nations. For high-impact publications, I estimate 12.5 per 1000 researchers. This is based on the prior phase outputs of 57,000 publications from 19,000 graduate students (3 per student), but only about 5% of those are top 1% cited. With 19,000 graduate students and 500 postdocs, the total researcher pool is roughly 19,500, yielding 2,850 high-impact publications (57,000 * 0.05), which is 146 per 1000 researchers. However, this is for the active cohort only; the national rate includes all researchers, not just BK21 participants. The national rate is lower because BK21 is a fraction of the total. I estimate the national rate at 12.5 per 1000 researchers, reflecting the program's contribution to the broader ecosystem. The systemic changes in research culture—integrity, collaboration, interdisciplinarity—as alumni progress will further boost this rate over time, but the 2022 window captures early effects."
BK21,deepseek,BK21_deepseek_09,BK21_deepseek_09_Activities_initial_3,EarlyCareerResearcher:EarlyCareerResearcher,0.38881948529721566,0.3652081030722623,True,,"As a postdoctoral researcher in AI at Hanyang University's BK21 education research group, I see the fund disbursement process directly. The total budget of 410.597 billion KRW is disbursed in two installments: 70% in March (about 287.418 billion KRW) and 30% in September (about 123.179 billion KRW). This schedule is efficient and aligns with the policy context, ensuring groups receive the majority of funds early in the academic year to support ongoing research and stipends. Evaluation panels are convened for annual, mid-term, and compliance purposes, totaling 3 meetings per year. Consulting sessions are offered to groups that request them; based on the policy context, 280 out of 578 groups requested consulting, so I estimate 280 sessions were held. Compliance checks are conducted on 205 innovative talent training groups as specified in the policy, focusing on implementation and adherence to rules. Budget adjustments are made based on evaluation outcomes, with reductions for poor performance or fraud, and reallocations to top-performing groups. My estimates reflect the policy's stated numbers and my practical experience in the graduate innovation committee."
BK21,deepseek,BK21_deepseek_30,BK21_deepseek_30_Outputs_initial_1,GraduateStudent:GraduateStudent,0.39618455507537176,0.3652081030722623,True,,"Given the 19,000 graduate slots and 577 postdoc positions from the Inputs phase, and full fund disbursement with evaluation activities from the Activities phase, I estimate outputs based on my experience as a chemical engineering master's student. In my lab, each graduate student typically produces 1-2 publications per year, but many are early in their studies, so I conservatively estimate 1.5 per student, yielding 28,500 publications from graduate students. Postdocs are more productive, averaging 3-4 publications per year; with 577 postdocs, that adds about 2,000 publications, totaling roughly 38,000. For international conference presentations, about 30% of graduate students and 50% of postdocs present at least once per year, leading to about 5,700 presentations. These estimates reflect the active cohort in 2022, not the full program lifetime. I note that 서울 estimated 57,000 publications and 9,500 presentations, but I think that's too high because many students in my field focus on lab work and don't publish every year, and international travel is limited by budget constraints. My estimates are more grounded in the reality of a regional university where resources are tighter."
BK21,deepseek,BK21_deepseek_10,BK21_deepseek_10_Inputs_revised_3,EarlyCareerResearcher:EarlyCareerResearcher,0.39893121902258893,0.3652081030722623,True,,"As an early-career researcher in cognitive psychology at Hanyang University, I see the BK21 funding as the lifeblood of our lab. The policy context clearly states the total annual budget is 410,597 million KRW, which I accept as ground truth. For Hanyang, I estimate about 12 education research groups based on typical allocations for top engineering universities. With an average monthly stipend of 1M KRW per graduate student and the education research group budget of 355,151 million KRW nationally, I calculate roughly 355,151 million / (12 months * 1M) ≈ 29,596 student-years nationally. Hanyang's share with 12 groups out of 577 nationally gives about 12/577 * 29,596 ≈ 615 student-years, but not all funds go to stipends (operating costs up to 10%), so I estimate 250 scholarship slots. For postdocs, with minimum salary 3M/month, each costs 36M/year. Nationally, if 10% of the 355,151 million goes to postdocs, that's 35,515 million, supporting about 986 postdocs. Hanyang's share: 12/577 * 986 ≈ 20, but postdocs are more concentrated in top groups, so I estimate 40. The other participants' estimates align with my reasoning, so I agree."
BK21,deepseek,BK21_deepseek_03,BK21_deepseek_03_Outcomes_revised_2,EarlyCareerResearcher:EarlyCareerResearcher,0.4024175776240062,0.3652081030722623,True,,"As an early-career researcher in bioscience at Yonsei, I reason from my direct lab experience. The inputs phase allocated 355,151 million KRW, supporting about 180 graduate slots and 25 postdocs. Activities included 280 consulting sessions and 205 compliance checks, which help groups improve quality. Outputs showed ~360 publications and ~108 international conference presentations, indicating moderate research productivity. For outcomes, I estimate the graduate employment rate at 82.5% because most BK21 graduates in STEM secure jobs within a year due to strong industry ties and training reputation; my lab's graduates often land positions quickly. The international collaboration rate is 30%, reflecting that about 30% of participants engage in co-authored papers or exchanges, supported by conference funding and collaboration incentives. The full-time faculty lecture ratio is 75%, as increased reliance on full-time faculty improves mentoring and educational quality, though part-time lecturers still cover some specialized courses. The evaluation and consulting feedback loops (280 sessions, 205 checks) help groups adjust strategies, boosting employment and collaboration rates. I disagree with any higher estimates because my STEM lab experience shows that while outputs are solid, employment and collaboration rates are constrained by field mix (humanities lower) and time needed for job placement. 대전의 and 서울's estimates align with mine, and I find their reasoning realistic given the policy constraints and typical output rates in non-STEM fields."
BK21,deepseek,BK21_deepseek_08,BK21_deepseek_08_Outcomes_initial_3,EarlyCareerResearcher:EarlyCareerResearcher,0.4070094410873392,0.3652081030722623,True,,"As an early-career researcher in economics at Hanyang University's BK21 innovative talent training team, I estimate the outcomes based on the prior phases: 800 graduate slots, 40 postdocs, 12 consulting sessions, and 8 compliance checks. The employment rate of 90% (720 out of 800 graduates) reflects strong network effects from BK21's reputation and training, though humanities fields have slightly lower rates than STEM. International collaboration rate of 40% (320 participants) is driven by conference support and collaboration incentives, but humanities groups have fewer co-authored papers than STEM. Full-time faculty lecture ratio of 85% is high due to program design emphasizing full-time faculty for quality mentoring, though some specialized courses still rely on part-time experts. Evaluation and consulting feedback loops help improve these rates by identifying weaknesses and sharing best practices. I agree with 한양대학교, 충청남도, and 서울's estimates as they align with my observations from my own research group and interactions across disciplines at Hanyang."
BK21,deepseek,BK21_deepseek_41,BK21_deepseek_41_Inputs_initial_2,GraduateStudent:GraduateStudent,0.40913141202564596,0.3652081030722623,True,,"As a doctoral student in mechanical engineering at Hanyang University, I am part of an education research group in robotics and autonomous driving. The policy context states the total national budget for 2022 is 408,080 million KRW, which I accept as ground truth. For Hanyang's share, I estimate about 19,000 graduate scholarship slots nationally (combining future talent and innovation tracks) and 1,000 postdoc positions. This is based on the stipend levels (master's 700K, doctoral 1.3M, doctoral candidate 1M KRW per month) and postdoc minimum salary of 3M KRW per month. With 577 education research groups nationally and about 12,600 graduate students in the future talent track plus 6,400 in the innovation track, the total slots align with the budget. My group's experience shows that operating costs are capped at 10%, so most funds go to personnel. The other participants' estimates seem reasonable from a national perspective, but I note that Hanyang's share would be smaller—perhaps around 200-300 graduate students and 10-20 postdocs, given the university's size and number of groups."
100E,deepseek,100E_deepseek_35,100E_deepseek_35_Outputs_initial_4,AIResearcher:AIResearcher,0.2353310970955968,0.27513742685571946,False,,"As an independent AI consultant who has guided many SMEs through their first AI pilots, I see the outputs phase as a direct result of the high-touch, quality-focused inputs and activities. With S$500M funding, a co-funding cap of S$330K per project, 500K GPU hours, and 50 trainers, the programme is designed for deep collaboration rather than mass production. The 120 outreach sessions, 24 matchmaking events, 30 workshops, and 150 onboarding assists from the activities phase will generate a focused pipeline. I estimate 80 approved 100E projects in 2023, because the rigorous selection process (no off-the-shelf solutions) and limited trainer capacity (50 trainers) cap the number of high-quality projects. Of these, about 60 will yield AI prototypes, as some projects may stall or pivot due to technical challenges or resource constraints. The AI Apprenticeship Programme, with 50 trainers and 30 workshops, can train about 120 completers (assuming 4 trainees per trainer per cohort, with some attrition). Finally, 70 enterprises will have at least one AI solution, as some enterprises may have multiple projects or share solutions. Jun, A, and I's estimates align closely, and I agree with their conservative approach given the programme's emphasis on quality over quantity. My own experience with resource-constrained AI projects reinforces that not all approved projects will produce a prototype, and not all prototypes will lead to a deployed solution."
100E,gemini,100E_gemini_24,100E_gemini_24_Outcomes_initial_2,PolicyRole:AI for Public Good Principle,0.25059426417126307,0.27513742685571946,False,,"As an AI technician trainee focused on inclusive AI adoption, I see these outcomes for 2023 as a crucial step towards ensuring AI benefits a broad range of enterprises, especially the smaller ones I aim to support. The 100 100E projects approved is a direct carry-over from the Outputs phase, a clear commitment to the program's name and its goal of engaging diverse businesses. While 75 prototypes were developed, my practical experience suggests that moving from a prototype to a fully production-deployed solution, especially for less digital-savvy SMEs, involves significant integration and operational challenges. Therefore, I agree with Wei and AI (tnxd1k)'s more pragmatic estimate of 55 deployed projects, which reflects a realistic conversion rate within the first year. This is vital for demonstrating tangible value and building confidence among businesses. For the AI practitioner pool, the 700 trainees who completed the program, combined with an assumed existing pool of 9,000, brings us to 9,700 practitioners. This is a good start, but clearly indicates that sustained effort is needed to reach the 15,000 target, which I understand as a trainee myself. I am confident that the target of 100 generative AI use cases has been met, given the explicit policy goal and the dedicated compute resources and onboarding support that directly aid in rapid development for accessibility. Finally, for the enterprise AI adoption rate, the 75 enterprises with new AI solutions from the 100E program contribute directly. I concur with the 27.0% estimate, as it represents a gradual but steady increase in the overall national adoption rate, driven by these successful projects and broader program efforts to build confidence and capability among businesses."
100E,gemini,100E_gemini_28,100E_gemini_28_Impact_revised_4,PolicyRole:AI for Public Good Principle,0.2561976495634511,0.27513742685571946,False,,"As a business analyst focused on practical AI adoption and economic impact, I foresee significant positive impacts by the end of 2023, driven by the robust outcomes from the previous phases. For 'global_ai_readiness_rank', I align with all other participants in predicting a rank of 5. The successful deployment of 78 projects, the substantial growth of the AI practitioner pool to 10,000, and the focus on real-world problem-solving will solidify Singapore's reputation as a leader in practical and impactful AI, enhancing its global standing. The 'ai_sector_gdp_share' will reach 2.1%. My estimate of 78 deployed projects and a 16% enterprise AI adoption rate, while slightly lower than Data's and A's, still represents a strong contribution to productivity and new AI-driven services, especially in traditional sectors like logistics. This is higher than AI's 1.9% and Lina's 2.0%, reflecting my persona's emphasis on tangible economic value from deployed solutions. For 'public_ai_trust_score', I anticipate 61.0%. The successful and visible deployment of 78 practical AI solutions, including 100 generative AI use cases, will foster greater public confidence through positive user experiences and efficiency gains, even if my persona doesn't explicitly focus on 'trustworthy AI' as much as others. This places my estimate above AI's and Lina's, but slightly below A's and Data's, acknowledging the positive impact of deployed solutions. Finally, the 'ai_talent_retention_rate' will be 79.0%. My prior estimate of 2,500 trainees completing programs, contributing to a 10,000-strong AI practitioner pool, combined with 78 deployed projects, creates a vibrant and attractive job market for AI talent. This robust environment, offering impactful work, will encourage a higher proportion of talent to remain in Singapore, surpassing AI's 75.0% and Lina's 78.0%, but slightly below A's and Data's higher estimates."
100E,deepseek,100E_deepseek_33,100E_deepseek_33_Impact_revised_1,AIPractitioner:AIPractitioner,0.2564075242300407,0.27513742685571946,False,,"As a data engineer in healthcare analytics, I see the Impact phase reflecting the early results of NAIS 2.0 within the 2023 window. The S$500 million investment and the 100E programme's quality-first approach, with 70 approved projects and 40 deployed, enhance Singapore's reputation for ethical AI governance, moving its global AI readiness rank to 5th. The AI sector's GDP share reaches 3.5%, driven by the 60 enterprises with solutions and 80 generative AI use cases beginning to contribute economically, though full impact will take years. Public trust in AI systems deployed in public services is 55%, reflecting cautious optimism: the focus on responsible AI and ethical validation in the 100E programme builds trust, but only 40 projects reached production, limiting public exposure. AI talent retention is 70%, as the 100 trainees who completed the programme and the broader practitioner pool of 12,000 find attractive opportunities in Singapore's growing AI ecosystem, though some may be lured abroad by higher salaries. I note that Dr. (mlk7tr) (AIResearcher) posted similar estimates, and I agree with their reasoning, as my experience with ethical deployment timelines in healthcare suggests these moderate figures are realistic for the first year."
100E,gemini,100E_gemini_12,100E_gemini_12_Activities_revised_1,AIResearcher:AIResearcher,0.2564956667071585,0.27513742685571946,False,,"As a Senior AI Scientist deeply involved in the 100 Experiments (100E) program, I see these activities as the crucial operational steps that translate the initial funding, compute resources, and trainer personnel into tangible engagement and capability building for 2023. The S$120 million in funding and 80 trainers provide a solid base for these efforts. To effectively bridge the gap between cutting-edge AI research and real-world enterprise problems, robust outreach is paramount. I estimate around 140 enterprise outreach sessions will be organized to identify compelling problem statements, ensuring that the 100E program has a strong pipeline of relevant challenges, particularly from SMEs I aim to support. Following this, approximately 18 dedicated researcher-enterprise matchmaking events will be essential to facilitate meaningful pairings, ensuring that the S$330,000 co-funding per project is directed towards impactful collaborations. From my perspective, the upskilling component is vital for successful AI adoption; therefore, I anticipate around 750 training workshops will be conducted for participating organizations, covering both foundational and advanced AI topics. Finally, to ensure that the allocated 2 million GPU hours and AI experimentation platforms are fully utilized, about 400 platform onboarding assistance sessions will be necessary to provide the technical support enterprises and researchers need to effectively leverage these tools. I concur with the estimates provided by the AI Training Specialist (A), as they align well with the practical requirements for implementing the policy's goals from an operational and enablement standpoint."
100E,gemini,100E_gemini_39,100E_gemini_39_Inputs_revised_2,AIResearcher:AIResearcher,0.26257460473442584,0.27513742685571946,False,,"As a senior research scientist in a government-funded AI lab, I have a clear understanding of the resources being deployed for NAIS 2.0, particularly for the initial phase in 2023. While the overall commitment is S$500 million, it's a multi-year strategy. For 2023, the initial allocation would be substantial to kickstart programs and infrastructure, but not the full amount. I agree with the AIPractitioner that S$150 million is a realistic figure for the first year's disbursement, representing a strong initial push. The S$330,000 co-funding cap for 100 Experiments is a well-known and critical detail for anyone involved in project proposals, and it's explicitly stated in the policy, so there's no debate there. From a research perspective, compute is paramount, and the 1,000,000 GPU hours estimated by others seems appropriate and necessary to support widespread experimentation and development. Finally, as a mentor in training programs, I know that human expertise is irreplaceable. To meet the ambitious talent development goals, a dedicated team of about 250 trainers and experts is essential to guide enterprises and practitioners effectively."
100E,deepseek,100E_deepseek_50,100E_deepseek_50_Impact_initial_0,AIResearcher:AIResearcher,0.264595418243939,0.27513742685571946,False,,"As an AI research scientist, I see NAIS 2.0's impact as solid but not transformative within the 2023 window. Singapore's global AI readiness rank likely improves to 5th, driven by strong policy execution and infrastructure, but competition from other nations limits a higher jump. The AI sector's GDP share reaches 4.2%, reflecting the 50 deployed 100E projects, 80 generative AI use cases, and 18% enterprise adoption, but AI is still a small slice of the economy. Public trust in AI systems is at 65%, as successful deployments in government services (e.g., fraud detection, chatbots) build confidence, but high-profile failures or privacy concerns keep trust moderate. AI talent retention is 82%, as the AIAP and industry opportunities retain most local talent, but some researchers leave for global tech hubs offering higher pay or cutting-edge problems. My estimates are grounded in the prior phases: 100 approved projects, 50 deployments, 12,000 practitioners, and 18% adoption suggest moderate but measurable progress. I disagree with any overly optimistic view that would rank Singapore top-3 or push GDP share above 5% in this early stage."
